id,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7
0,0.2548053905523878,0.6991382500595855,2.0504932508695663e-61,1.6338279462912701e-198,0.04605479120670521,6.565091493000009e-61,1.5681813181678841e-06
1,0.12095450241428102,0.5253024546287931,6.249887603598422e-57,3.240658052072546e-188,0.3537428071644271,1.4386234843340426e-56,2.3579250091176118e-07
2,0.7383348651032655,0.2605519547017299,1.1092048929546851e-66,5.613680461867094e-223,6.564854160296482e-06,8.332723632528355e-69,0.0011066153408455218
3,0.06329140285131692,0.34634717632562245,0.0004951276181323864,7.425254736004399e-187,0.5877442371486469,0.0021214657390310446,5.903172523070498e-07
4,0.5332608961946851,0.14439752918665236,2.7395780098530152e-11,1.042349821029878e-210,1.475385998754193e-06,3.315361530233259e-12,0.3223400992019493
5,0.040758113906192696,0.557077935245026,7.987488103784891e-56,4.47869734995454e-183,0.4021639485331012,2.091941022460316e-55,2.3156815472391326e-09
6,0.5338711266448793,0.4072120066064612,0.008899259577949929,2.150364500415564e-189,0.04300015038567596,0.00518281646661783,0.001834640318416464
7,0.7094515799382183,0.23101507915199823,4.624633594951425e-06,1.1023965712779886e-197,0.00010831023910880671,7.555784258694881e-07,0.05941965045865731
8,0.7504528636498182,0.24873519516977863,4.462568353825049e-68,3.7232971192197085e-227,3.947488220377973e-06,3.4628185061115506e-70,0.0008079936921848023
9,0.5484442383431704,0.4486390316999173,1.8169147155012512e-63,6.907951195692285e-208,0.0028528093429697524,1.014708333056522e-63,6.392061394066634e-05
10,0.568082564738317,0.4120490322742126,8.414332391097946e-07,1.9316563441755538e-195,0.012812232150163857,4.4614471684974025e-06,0.00705086795689592
11,0.00300297920322209,0.061307146928826745,0.020082951898872672,2.811108931715338e-186,0.910039697499175,0.005567216215933154,8.253971636802531e-09
12,3.993309354871958e-103,2.798815327184221e-25,0.006670084173887896,0.9923445624729148,5.8474813881241595e-105,0.0009853533531967924,1.0633080709787147e-122
13,0.046669962289093876,0.19646411047342788,0.19203197885675632,5.7302338309855956e-185,0.4221427589516316,0.14269016666810425,1.0227609835744207e-06
14,0.5928572571042073,9.215961622311828e-06,7.996140955246134e-98,6.386440470359348e-206,2.138630437963165e-93,6.54002695805142e-97,0.4071335269341735
15,0.5788752196881506,0.4032666868674724,0.0010898656977422418,2.46948579987321e-192,0.009543438912362479,6.25821061890827e-05,0.007162206728085119
16,0.6054508509512976,0.3784684409051689,1.268344254223895e-05,4.8492928235581475e-197,0.013434310146166967,3.952884402004795e-06,0.002629761670425508
17,0.00591847062310264,0.09756360237771414,0.3652418922472108,5.8188114171324386e-182,0.4134914523993384,0.11778457862381554,3.728818893210282e-09
18,0.35481508023525377,0.4962690448471048,0.020121535970613908,2.9483027168031137e-189,0.12533735513512417,0.0026742506994432615,0.0007827331124595902
19,0.6614036928167649,0.3356180817676426,2.5564408704456406e-64,8.510845666540765e-212,0.0001636202654828542,9.464471461866961e-65,0.0028146051501107025
20,0.7088265275068241,0.24935680614904945,2.652315451900964e-07,1.5349090186968396e-199,0.000191483772898527,1.2668010881464727e-07,0.04162479065957249
21,3.0105019135182776e-97,7.623376911158725e-22,0.048294672217251075,0.9423179859770558,1.5706806426948696e-95,0.009387341805691092,4.111265980938259e-109
