id,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7
0,0.1471003408889873,0.8431426167767537,4.992716988693121e-06,2.661503808454043e-13,0.009525212105726578,1.6066518476738842e-05,0.00021077099280073633
1,0.10014854717161298,0.8650610123259982,1.9959059404042527e-05,3.80724113135869e-12,0.03460949582119748,2.5846689021008614e-05,0.00013513892895915082
2,0.5741294933828581,0.41595952238056927,8.52965364338493e-08,5.063082975735097e-15,0.0008692040489222755,3.137367020722496e-07,0.00904138115440655
3,0.14743663900460938,0.8306822882567794,4.253228841502998e-05,1.4669012266874774e-12,0.021148197712964983,0.0002650823806074865,0.00042526035515687467
4,0.5857335103281038,0.3167097809399975,5.2338479213755e-07,1.0010954458295917e-13,0.0025729579672478017,4.059704789044358e-07,0.0949828214092798
5,0.047982221766337325,0.9261842764481468,2.4643903842643e-05,8.384891252309121e-13,0.025727889703371826,6.599632611853797e-05,1.4971851344281133e-05
6,0.5682149042828852,0.3997372565549847,1.392532111523056e-06,1.9021756995219007e-13,0.014330968127273094,2.607802775795748e-06,0.017712870699779337
7,0.6834496659780263,0.2660309085505995,8.217528311461518e-08,1.1104948281638445e-15,0.0014494156626154362,3.5470043209979107e-07,0.04906957293304248
8,0.5950021137991087,0.395865099787042,8.531319564719969e-08,4.550554442002967e-15,0.0010335804826886684,3.6376802636917827e-07,0.008098756849934012
9,0.34540550365132494,0.6481218128457937,1.1539105148412902e-06,1.3886153472105513e-13,0.0052546733440654815,2.663395603037761e-06,0.0012141928525589644
10,0.6718785148102925,0.26721904072700314,6.273289373474654e-07,1.1698615943875515e-13,0.00822055313718484,2.1764267937924304e-06,0.052679087569671545
11,0.030492464691217705,0.7190263019623777,0.009280613920181813,9.845123612986924e-09,0.2400482229293818,0.0010253291485250904,0.0001270575031923762
12,5.494886560095484e-13,3.8618923633167625e-10,0.09484992201229503,0.8990283076373133,2.6202204322899887e-10,0.006121769701630959,7.366866582320842e-17
13,0.5029482214105397,0.48371407257982657,2.5025903896312133e-06,5.578036725743921e-15,0.009474451731903947,4.617641599689092e-05,0.0038145752713377224
14,0.7608480505393308,0.20463454972008233,6.876004875018115e-07,6.662369340894763e-14,0.0013354354685807493,3.337527678294636e-07,0.03318094291868433
15,0.4443677051202696,0.5286047639319574,1.8065655755108686e-06,1.5007046387971106e-13,0.010771209159988925,2.868734859796578e-06,0.016251646487198578
16,0.5069363490294762,0.4793146464212559,1.5240067289584193e-06,1.4313768754231322e-13,0.003560528766782815,6.779815608617735e-06,0.010180171960004479
17,0.01568883465386471,0.9176465175954724,0.003127038601415587,3.24034274078776e-10,0.06273708165902749,0.0007931278950437243,7.3992711419610926e-06
18,0.10786018045417782,0.8293703674120425,0.00015910181651345982,4.1763194118902966e-12,0.061262440895488796,2.2794175972792584e-05,0.0013251152416285065
19,0.5836281535129474,0.3855284987171574,2.599886980109243e-07,3.0575720060953706e-14,0.0056712014832117665,4.062218533505488e-07,0.02517148007610142
20,0.6618992171051733,0.311082583814156,1.146318190135318e-07,9.951157528585283e-16,0.0008300060935771756,8.914233008448772e-07,0.026187186931972705
21,4.4528268775754554e-10,2.0835390100192757e-08,0.05221084147503001,0.9454111459149998,2.681980718846972e-09,0.0023779886464902695,8.264907718817363e-13
22,0.42737871095698754,0.5652419934497758,6.822772652777525e-07,9.908748150098724e-16,0.0018608936079839123,6.168577642082593e-06,0.005511551130344462
23,0.462681038783405,0.003856040656123677,2.3282389113597783e-12,1.8662484679342812e-20,7.4471321571530325e-06,3.681156576341976e-11,0.5334554733891743
24,0.4137331029297107,0.5613595384638306,6.362500341284022e-06,5.183854201044601e-13,0.016314131728744866,3.471239866707319e-05,0.008552151978187138
25,2.2382221930427748e-07,4.566435137821402e-06,0.601911877354425,0.21688379273227115,1.3421620722654118e-07,0.18119940517123054,2.6850910873321436e-10
26,0.009248151034429976,0.8953875790973161,0.0032244056252303333,4.006506886510865e-10,0.08795144768386365,0.00418556778343211,2.8483750771501203e-06
27,0.1368516934401492,0.861234828673461,2.119275857428677e-06,1.2886770117467002e-13,0.001500049457129546,2.74440193680942e-06,0.00040856475133697927
28,0.3336164663773576,0.6578521925945484,1.0257961214964126e-06,1.1906199819692668e-15,0.008141804954655748,6.6402115243721925e-06,0.0003818700657911265
29,0.04181450804201249,0.9131508057289872,0.00044509072750129996,6.425583364788307e-11,0.04426061609352846,0.0002720455615429245,5.693378217175473e-05
30,0.016511929627352026,0.9212689936923513,0.00586038543724853,6.942189479328903e-11,0.05449633592198085,0.001854517160365211,7.838091280223716e-06
31,0.3320245031609739,0.6553672550607801,3.328146734781522e-06,3.657658573075496e-14,0.009026434936829636,1.2437552956709832e-05,0.003566041141688281
32,0.15294980449210435,0.8375010732568807,5.033464199973621e-06,3.142112453450822e-13,0.00935230899151874,9.856860119717608e-06,0.00018192293486222441
33,0.6231569379001973,0.0782367444150938,3.5429557337588036e-09,1.415612258069684e-17,0.00030802547379686455,1.7925588949222257e-08,0.2982982707423672
34,0.2693759790333646,0.7269140743677325,1.30772720504076e-06,8.040700184904609e-14,0.003045848403118901,5.170187671500708e-06,0.0006576202808270832
35,0.5863838101462406,0.3705647877871182,6.469093580550792e-08,1.6575012212773512e-15,0.009897392768646106,4.779672649116288e-08,0.033153896810330874
36,0.17937612998721153,0.8106081934785319,3.647590996669785e-06,1.7932107659093113e-13,0.009728313467745721,1.8143382305931577e-05,0.0002655720930292029
37,1.6471450385854646e-08,7.09942371558452e-07,0.505144537579022,0.21247715582884028,4.8687744040982124e-08,0.28237753147744676,1.3124831194057463e-11
38,0.5585970059792351,0.4135506377098084,9.001657280596752e-07,2.6548689319989843e-14,0.005853757869368664,5.03460664659955e-06,0.021992663669186764
39,0.2184120373908842,0.7726995912225744,2.665851953410436e-06,1.3096634287728354e-13,0.008525188185297546,1.4256527338332337e-05,0.00034626082182142356
40,0.1332326291035675,0.8637259294706555,3.7757873323194633e-06,2.0795941693517823e-13,0.0027490976774913528,5.746926591803628e-06,0.0002828210341537808
41,0.692109128490127,0.2977521261361318,4.423262821220936e-08,3.657658157450888e-15,0.000646787439943587,2.3300399382492522e-07,0.009491680697172189
42,0.6329311719008387,0.3284033259977858,4.3277222316905925e-07,5.845486930291371e-14,0.0015275920916768796,2.4911482588545734e-07,0.03713722812259108
43,0.09341048709072079,0.9038293824719986,6.2483275578792345e-06,2.6064765716338144e-13,0.0026162354018843606,8.15219722314652e-06,0.00012949451035470678
44,0.0859110447496951,0.8420819456479433,9.020912746000843e-05,5.1509606844726576e-12,0.07126749694795878,0.00014729549673237632,0.0005020080250596249
45,0.629601483448269,0.3225234150980701,5.601074731522344e-07,6.764129589601427e-14,0.0030085815017448724,7.378893003997651e-07,0.04486522195507466
46,1.3141038119586236e-07,2.3868879583634573e-06,0.5069806899021515,0.04243126736841235,6.583939198771038e-08,0.45058545847210707,1.1959750569458569e-10
47,0.7892478169294057,0.18693337541892535,1.1804527326776287e-08,1.162270828759331e-15,0.0004801943463292878,6.50091693977757e-08,0.02333853649164183
48,0.045823648970670074,0.9048367288604081,5.800476098918889e-05,8.06505115564039e-12,0.04919252830354331,7.628470821581628e-05,1.2804388108516257e-05
49,7.444098165350202e-07,7.927038592536323e-06,0.5060561677520686,0.2126138165131934,2.1760007694289063e-07,0.2813211254695765,1.2166753687367195e-09
50,0.13374792003291827,0.8490140484402606,8.137477368747347e-06,3.453062215973455e-14,0.017136426397711197,3.843345713867935e-05,5.5034194567950884e-05
51,0.3548591589451353,0.6405656308804565,4.7060626744676357e-07,1.281157544131387e-14,0.0030252193029768125,2.508638181423697e-06,0.00154701162696975
52,0.1016593320635465,0.8668192581692351,1.1062944506382616e-05,4.541808675079759e-13,0.03142258533188779,3.626840467472922e-05,5.149308569528966e-05
53,0.7276864594585183,0.23775134854380714,1.2717938301748227e-07,1.8604446831531073e-15,0.0031038959316830104,1.9765968753658577e-06,0.031456192289731295
54,0.774807326576108,0.19940968904575837,7.785452253738174e-09,5.993465516702849e-16,0.00015636511420587376,4.154448404827707e-08,0.025626569933991015
55,0.1536805844419734,0.8430636948383962,2.8942575204486497e-06,1.056474664918506e-13,0.0029054323205242294,5.7430240558569005e-06,0.0003416511174242213
56,0.3375639341561973,0.655319439057565,6.947265420235686e-07,5.215107634050408e-14,0.004362543810710931,1.649658718443986e-06,0.0027517385902144794
57,0.7837480004648464,0.04668285136119091,2.523450984796537e-09,3.0346179021603916e-17,0.00016530934805471725,4.739922217250476e-08,0.1694037889032349
58,0.4426666962189546,0.5427173280755102,2.554991156374232e-06,1.5519897499448214e-13,0.009638973891592028,1.3768349430613685e-05,0.004960678473201008
59,0.3287550383104211,0.6491477095237784,4.50629244601018e-06,9.109472133127217e-14,0.013941006415890644,1.8198746539057888e-05,0.008133540710833519
60,0.5391050471669135,0.45380440330079663,1.0894677343646098e-07,2.885485659750799e-15,0.0016306354464167034,5.959704633493623e-07,0.005459209168633604
61,0.05053133892667093,0.8913744705492753,4.681687475918394e-05,2.246858680276374e-12,0.05783544003927221,0.00020157896523203712,1.0354642543574526e-05
